MovieTitle,TweetID,TweetText,TweetCreated,CompoundScore,positive_list,negative_list,neutral_list
Mission: Impossible - Fallout,1026263074699849728,"RT @RottenTomatoes: Tom Cruise, Henry Cavill and director Christopher McQuarrie breakdown the epic bathroom brawl from #MissionImpossible F…",Sun Aug 05 22:35:07 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,I should’ve went and saw #MissionImpossible this weekend...,Sun Aug 05 22:34:46 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,"Episode 78 - Mission Impossible: Fallout review is now available. Go check it out?

#MissionImpossible… https://t.co/GcHzUv3DCf",Sun Aug 05 22:34:19 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,RT @podtimeforgot: Accept our mission and give our newest episode a looksy loo! #TomCruise #MissionImpossible #Legend #MinorityReport #Coll…,Sun Aug 05 22:33:50 +0000 2018,0.4389,0.153,0.0,0.847
Mission: Impossible - Fallout,1026263074699849728,RT @ParamountUK: Fans gathered at Pulpit Rock in Norway for an extra special screening of #MissionImpossible Fallout! https://t.co/FRKofee7…,Sun Aug 05 22:33:42 +0000 2018,0.4574,0.15,0.0,0.85
Mission: Impossible - Fallout,1026263074699849728,"How many more #MissionImpossible movies are they gonna make?!
Rogue Nation is the only decent one, but i know not e… https://t.co/fagt2CeVUy",Sun Aug 05 22:32:27 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,RT @boxofficemojo: '#MissionImpossible' Tops '#ChristopherRobin' for Weekend #1; '#BlackPanther' Reaches $700M https://t.co/xxoZfgCtE9 http…,Sun Aug 05 22:32:23 +0000 2018,0.5423,0.29,0.0,0.71
Mission: Impossible - Fallout,1026263074699849728,RT @boxofficemojo: Weekend #BoxOffice Estimates: #MissionImpossible - Fallout $35m; #ChristopherRobin $25m; @SpyWhoDumpedMe $12.35m https:/…,Sun Aug 05 22:32:20 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,RT @Skydance: Your mission should you choose to accept it... #Follow + #Retweet for a chance to win a brand new #MissionImpossible - Fallou…,Sun Aug 05 22:31:50 +0000 2018,0.8126,0.331,0.0,0.669
Mission: Impossible - Fallout,1026263074699849728,"RT @TomCruise: 2,000 feet, 2,000 people, 4 hours of hiking. The most impossible screening of #MissionImpossible Fallout. Thank you all for…",Sun Aug 05 22:30:11 +0000 2018,0.3612,0.116,0.0,0.884
Mission: Impossible - Fallout,1026263074699849728,RT @Skydance: Your mission should you choose to accept it... #Follow + #Retweet for a chance to win a brand new #MissionImpossible - Fallou…,Sun Aug 05 22:29:46 +0000 2018,0.8126,0.331,0.0,0.669
Mission: Impossible - Fallout,1026263074699849728,RT @MissionFilm: #MissionImpossible Fallout is the #1 movie in the world. Don’t miss “one of the best reviewed blockbusters ever.” See it i…,Sun Aug 05 22:28:56 +0000 2018,0.5574,0.157,0.06,0.784
Mission: Impossible - Fallout,1026263074699849728,"RT @RottenTomatoes: Tom Cruise, Henry Cavill and director Christopher McQuarrie breakdown the epic bathroom brawl from #MissionImpossible F…",Sun Aug 05 22:28:36 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,RT @boxofficemojo: '#MissionImpossible' Tops '#ChristopherRobin' for Weekend #1; '#BlackPanther' Reaches $700M https://t.co/xxoZfgCtE9 http…,Sun Aug 05 22:27:56 +0000 2018,0.5423,0.29,0.0,0.71
Mission: Impossible - Fallout,1026263074699849728,RT @MissionFilm: .@TomCruise and Henry Cavill take flight in this 360 behind-the-scenes video of their #MissionImpossible helicopter chase.…,Sun Aug 05 22:27:45 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,RT @Skydance: Your mission should you choose to accept it... #Follow + #Retweet for a chance to win a brand new #MissionImpossible - Fallou…,Sun Aug 05 22:27:23 +0000 2018,0.8126,0.331,0.0,0.669
Mission: Impossible - Fallout,1026263074699849728,@ShowPlaceICON @ParamountPics @SeymaShabbir #MissionImpossible Fallout,Sun Aug 05 22:27:16 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,RT @MissionFilm: Henry Cavill's arms are locked and loaded. #MissionImpossible Fallout has hit theatres. See it now. https://t.co/Qowms1b6R…,Sun Aug 05 22:27:13 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,"RT @mattrego92: $HMNY -97% in five trading days last week. @TRITONFUNDS possibly interested in MoviePass takeover.

https://t.co/g7iw25guHV…",Sun Aug 05 22:26:58 +0000 2018,0.4019,0.144,0.0,0.856
Mission: Impossible - Fallout,1026263074699849728,RT @MissionFilm: Are you in or out? Accept the mission and get your tickets for the #1 movie in the world. #MissionImpossible Fallout is in…,Sun Aug 05 22:26:49 +0000 2018,0.3818,0.098,0.0,0.902
Mission: Impossible - Fallout,1026263074699849728,RT @IMAX: Let us expand your view. Secure your seat for #MissionImpossible Fallout before it’s too late: https://t.co/atlkJVRepH https://t.…,Sun Aug 05 22:26:46 +0000 2018,0.5719,0.217,0.0,0.783
Mission: Impossible - Fallout,1026263074699849728,RT @rebeccafer_ko: Mission Complete. Roger. Over and Out. #RebeccaFerguson #MissionImpossible https://t.co/q7yWIn8bGL,Sun Aug 05 22:26:35 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,"RT @ShowPlaceICON: Follow us on Twitter, RT, &amp; tag the friend who is most likely to jump out of an airplane to be entered to win a #Mission…",Sun Aug 05 22:26:25 +0000 2018,0.7906,0.219,0.0,0.781
Mission: Impossible - Fallout,1026263074699849728,RT @Skydance: Your mission should you choose to accept it... #Follow + #Retweet for a chance to win a brand new #MissionImpossible - Fallou…,Sun Aug 05 22:25:53 +0000 2018,0.8126,0.331,0.0,0.669
Mission: Impossible - Fallout,1026263074699849728,RT @AshleyVRobinson: This moment is the best thing the #MissionImpossible franchise has ever given me. https://t.co/LVKLyURYto,Sun Aug 05 22:25:09 +0000 2018,0.6369,0.219,0.0,0.781
Mission: Impossible - Fallout,1026263074699849728,RT @Skydance: Your mission should you choose to accept it... #Follow + #Retweet for a chance to win a brand new #MissionImpossible - Fallou…,Sun Aug 05 22:25:08 +0000 2018,0.8126,0.331,0.0,0.669
Mission: Impossible - Fallout,1026263074699849728,RT @MissionFilm: #MissionImpossible Fallout is the #1 movie in the world. Don’t miss “one of the best reviewed blockbusters ever.” See it i…,Sun Aug 05 22:24:54 +0000 2018,0.5574,0.157,0.06,0.784
Mission: Impossible - Fallout,1026263074699849728,RT @AshleyVRobinson: This moment is the best thing the #MissionImpossible franchise has ever given me. https://t.co/LVKLyURYto,Sun Aug 05 22:24:08 +0000 2018,0.6369,0.219,0.0,0.781
Mission: Impossible - Fallout,1026263074699849728,"RT @RottenTomatoes: Tom Cruise, Henry Cavill and director Christopher McQuarrie breakdown the epic bathroom brawl from #MissionImpossible F…",Sun Aug 05 22:23:43 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,"RT @TomCruise: 2,000 feet, 2,000 people, 4 hours of hiking. The most impossible screening of #MissionImpossible Fallout. Thank you all for…",Sun Aug 05 22:23:41 +0000 2018,0.3612,0.116,0.0,0.884
Mission: Impossible - Fallout,1026263074699849728,RT @ChillingPolls: Favorite #MissionImpossible #movie? #poll #polls,Sun Aug 05 22:23:00 +0000 2018,0.4588,0.333,0.0,0.667
Mission: Impossible - Fallout,1026263074699849728,RT @ChillingPolls: Favorite #MissionImpossible #movie? #poll #polls,Sun Aug 05 22:22:58 +0000 2018,0.4588,0.333,0.0,0.667
Mission: Impossible - Fallout,1026263074699849728,"Saw the new entry in the #MissionImpossible Bond franchise. If your ranking is as follows, you are correct.
1.) Gho… https://t.co/VQf9LUNsg4",Sun Aug 05 22:22:47 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,Just watched #MissionImpossible -- 10/10! Tom Cruise is on 🔥🔥🔥 at age 56. Need a sidekick for the next movie? I'm i… https://t.co/XYjmvr3CUW,Sun Aug 05 22:22:22 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,RT @IMAX: Don’t let this experience slip out of your hands. See up to 26% more picture with #MissionImpossible Fallout in IMAX.,Sun Aug 05 22:21:08 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,"RT @BRIANSA14: @BRIANSA14 My Journey (original mix)
Download link 👇👇 https://t.co/nXoBVrbAt2

#Papgeld #DeLille #CommunityShield #Mandela10…",Sun Aug 05 22:20:49 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,RT @ParamountUK: Fans gathered at Pulpit Rock in Norway for an extra special screening of #MissionImpossible Fallout! https://t.co/FRKofee7…,Sun Aug 05 22:20:16 +0000 2018,0.4574,0.15,0.0,0.85
Mission: Impossible - Fallout,1026263074699849728,"RT @EW: From #RiskyBusiness to #MissionImpossible, we ranked Tom Cruise's top roles from the past four decades. https://t.co/CQPBZyqKVj htt…",Sun Aug 05 22:19:39 +0000 2018,0.2023,0.091,0.0,0.909
Mission: Impossible - Fallout,1026263074699849728,"RT @RottenTomatoes: Tom Cruise, Henry Cavill and director Christopher McQuarrie breakdown the epic bathroom brawl from #MissionImpossible F…",Sun Aug 05 22:19:26 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,RT @boxofficemojo: Weekend #BoxOffice Estimates: #MissionImpossible - Fallout $35m; #ChristopherRobin $25m; @SpyWhoDumpedMe $12.35m https:/…,Sun Aug 05 22:17:55 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,RT @AshleyVRobinson: This moment is the best thing the #MissionImpossible franchise has ever given me. https://t.co/LVKLyURYto,Sun Aug 05 22:16:01 +0000 2018,0.6369,0.219,0.0,0.781
Mission: Impossible - Fallout,1026263074699849728,RT @IMAX: Let us expand your view. Secure your seat for #MissionImpossible Fallout before it’s too late: https://t.co/atlkJVRepH https://t.…,Sun Aug 05 22:15:18 +0000 2018,0.5719,0.217,0.0,0.783
Mission: Impossible - Fallout,1026263074699849728,RT @BMW_SA: We're counting down the days until #MissionImpossible. Will you be watching? https://t.co/oVjeAet8Dm,Sun Aug 05 22:14:56 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,"RT @RottenTomatoes: Tom Cruise, Henry Cavill and director Christopher McQuarrie breakdown the epic bathroom brawl from #MissionImpossible F…",Sun Aug 05 22:14:53 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,"RT @RottenTomatoes: Tom Cruise, Henry Cavill and director Christopher McQuarrie breakdown the epic bathroom brawl from #MissionImpossible F…",Sun Aug 05 22:14:42 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,"RT @humshfar: good night,morning @SrBachchan @narendramodi #Baithak #ATVideo #Khabardar #GavaskarOnAajtak #PtDeenDayalJunction #ENGvIND #Su…",Sun Aug 05 22:14:42 +0000 2018,0.4404,0.195,0.0,0.805
Mission: Impossible - Fallout,1026263074699849728,"RT @BRIANSA14: @BRIANSA14 My Journey (original mix)
Download link 👇👇 https://t.co/nXoBVrbAt2

#Papgeld #DeLille #CommunityShield #Mandela10…",Sun Aug 05 22:14:28 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,RT @nukesmusic: Fight at McDonald’s 😭😭😭 #FridayFeeling #OITNB #FridayMotivation #MakeASongOldTimey #MissionImpossible #MakeTrumpACoenMovie…,Sun Aug 05 22:13:43 +0000 2018,-0.3818,0.0,0.191,0.809
Mission: Impossible - Fallout,1026263074699849728,RT @MissionFilm: #MissionImpossible Fallout is the #1 movie in the world. Don’t miss “one of the best reviewed blockbusters ever.” See it i…,Sun Aug 05 22:13:31 +0000 2018,0.5574,0.157,0.06,0.784
Mission: Impossible - Fallout,1026263074699849728,RT @MissionFilm: .@TomCruise and Henry Cavill take flight in this 360 behind-the-scenes video of their #MissionImpossible helicopter chase.…,Sun Aug 05 22:13:29 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,"@BRIANSA14 My Journey (original mix)
Download link 👇👇 https://t.co/nXoBVrbAt2

#Papgeld #DeLille #CommunityShield… https://t.co/Qrc4BhV13D",Sun Aug 05 22:13:26 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,RT @ParamountUK: Fans gathered at Pulpit Rock in Norway for an extra special screening of #MissionImpossible Fallout! https://t.co/FRKofee7…,Sun Aug 05 22:13:14 +0000 2018,0.4574,0.15,0.0,0.85
Mission: Impossible - Fallout,1026263074699849728,"RT @TomCruise: 2,000 feet, 2,000 people, 4 hours of hiking. The most impossible screening of #MissionImpossible Fallout. Thank you all for…",Sun Aug 05 22:12:56 +0000 2018,0.3612,0.116,0.0,0.884
Mission: Impossible - Fallout,1026263074699849728,"RT @TomCruise: Thank you all for making #MissionImpossible Fallout such a success! We make these movies for you, and I’m so glad you’ve enj…",Sun Aug 05 22:12:52 +0000 2018,0.8849,0.341,0.0,0.659
Mission: Impossible - Fallout,1026263074699849728,RT @MissionFilm: .@TomCruise and Henry Cavill take flight in this 360 behind-the-scenes video of their #MissionImpossible helicopter chase.…,Sun Aug 05 22:12:46 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,"RT @RAWitt2: A #Strong #MI #Economy w #SinglePayer #Healthcare, Quality #Education, #AffordableHousing, #Renewable #Energy, #CleanWater &amp; #…",Sun Aug 05 22:12:44 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,#followback #folloback #following #followforfollow #addme #rufollowback #фолловинг #Взаимныйфолловин #взаимночитаю… https://t.co/owkHMHkge4,Sun Aug 05 22:12:36 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,"RT @Harvest_cc: .@bishopforeman ""I am a greater work, sent to do greater works."" #MissionImpossible? #Accelerate",Sun Aug 05 22:12:05 +0000 2018,0.6124,0.294,0.0,0.706
Mission: Impossible - Fallout,1026263074699849728,"RT @Harvest_cc: .@bishopforeman ""Miracles don't just happen, they need to worked."" #MissionImpossible? #Accelerate",Sun Aug 05 22:12:01 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,"RT @Harvest_cc: .@bishopforeman ""Often progress happens by process."" #MissionImpossible? #Accelerate",Sun Aug 05 22:11:59 +0000 2018,0.4215,0.237,0.0,0.763
Mission: Impossible - Fallout,1026263074699849728,"RT @Harvest_cc: .@bishopforeman ""What I hear, creates my atmosphere.' #MissionImpossible? #Accelerate",Sun Aug 05 22:11:52 +0000 2018,0.2732,0.189,0.0,0.811
Mission: Impossible - Fallout,1026263074699849728,RT @LivDyCez: #missionimpossibleroguenation #missionimpossiblefallout #rebeccaferguson #tomcruise #actor #missionimpossible #ethanhunt #ill…,Sun Aug 05 22:10:48 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,RT @boxofficemojo: Weekend #BoxOffice Estimates: #MissionImpossible - Fallout $35m; #ChristopherRobin $25m; @SpyWhoDumpedMe $12.35m https:/…,Sun Aug 05 22:10:29 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,RT @MissionFilm: .@TomCruise and Henry Cavill take flight in this 360 behind-the-scenes video of their #MissionImpossible helicopter chase.…,Sun Aug 05 22:10:05 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,Libby's Mission Impossible.  And you thought she was just a volleyball player.   #missionimpossible… https://t.co/MclDgpJxns,Sun Aug 05 22:10:03 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,RT @podtimeforgot: Accept our mission and give our newest episode a looksy loo! #TomCruise #MissionImpossible #Legend #MinorityReport #Coll…,Sun Aug 05 22:10:00 +0000 2018,0.4389,0.153,0.0,0.847
Mission: Impossible - Fallout,1026263074699849728,RT @RebFergusonFan: #MissionImpossible Fallout was as good - if not even better - than what you’ve heard! A MUST SEE at the cinemas. Be sur…,Sun Aug 05 22:09:47 +0000 2018,0.1989,0.125,0.094,0.781
Mission: Impossible - Fallout,1026263074699849728,"RT @MissionFilm: You've never seen an action movie like this. See #MissionImpossible Fallout in theatres now.
https://t.co/elPHIaDmv0",Sun Aug 05 22:09:40 +0000 2018,0.3612,0.135,0.0,0.865
Mission: Impossible - Fallout,1026263074699849728,RT @boxofficemojo: '#MissionImpossible' Tops '#ChristopherRobin' for Weekend #1; '#BlackPanther' Reaches $700M https://t.co/xxoZfgCtE9 http…,Sun Aug 05 22:09:37 +0000 2018,0.5423,0.29,0.0,0.71
Mission: Impossible - Fallout,1026263074699849728,"RT @ShowPlaceICON: Follow us on Twitter, RT, &amp; tag the friend who is most likely to jump out of an airplane to be entered to win a #Mission…",Sun Aug 05 22:09:37 +0000 2018,0.7906,0.219,0.0,0.781
Mission: Impossible - Fallout,1026263074699849728,RT @podtimeforgot: Accept our mission and give our newest episode a looksy loo! #TomCruise #MissionImpossible #Legend #MinorityReport #Coll…,Sun Aug 05 22:09:25 +0000 2018,0.4389,0.153,0.0,0.847
Mission: Impossible - Fallout,1026263074699849728,"RT @TomCruise: Thank you all for making #MissionImpossible Fallout such a success! We make these movies for you, and I’m so glad you’ve enj…",Sun Aug 05 22:09:23 +0000 2018,0.8849,0.341,0.0,0.659
Mission: Impossible - Fallout,1026263074699849728,"Cover Reveal for my Spy Thriller... click on link: https://t.co/he5Cee75ie

#MissionImpossible #Spy #thriller… https://t.co/LDbkMBooe8",Sun Aug 05 22:08:04 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,RT @boxofficemojo: '#MissionImpossible' Tops '#ChristopherRobin' for Weekend #1; '#BlackPanther' Reaches $700M https://t.co/xxoZfgCtE9 http…,Sun Aug 05 22:07:54 +0000 2018,0.5423,0.29,0.0,0.71
Mission: Impossible - Fallout,1026263074699849728,RT @RebFergusonFan: #MissionImpossible Fallout was as good - if not even better - than what you’ve heard! A MUST SEE at the cinemas. Be sur…,Sun Aug 05 22:07:32 +0000 2018,0.1989,0.125,0.094,0.781
Mission: Impossible - Fallout,1026263074699849728,"RT @TomCruise: 2,000 feet, 2,000 people, 4 hours of hiking. The most impossible screening of #MissionImpossible Fallout. Thank you all for…",Sun Aug 05 22:07:07 +0000 2018,0.3612,0.116,0.0,0.884
Mission: Impossible - Fallout,1026263074699849728,The adventures of Alan and Deadpool episode 3-Gta 5 short https://t.co/GT739JcygW via @YouTube #NationalSistersDay… https://t.co/59qxUJNmSH,Sun Aug 05 22:07:04 +0000 2018,0.34,0.156,0.0,0.844
Mission: Impossible - Fallout,1026263074699849728,RT @IBDeditorials: Ramirez cartoon: Here's the real #MissionImpossible https://t.co/b6lJmvQpeq,Sun Aug 05 22:06:45 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,RT @boxofficemojo: '#MissionImpossible' Tops '#ChristopherRobin' for Weekend #1; '#BlackPanther' Reaches $700M https://t.co/xxoZfgCtE9 http…,Sun Aug 05 22:06:36 +0000 2018,0.5423,0.29,0.0,0.71
Mission: Impossible - Fallout,1026263074699849728,RT @MissionFilm: .@TomCruise and Henry Cavill take flight in this 360 behind-the-scenes video of their #MissionImpossible helicopter chase.…,Sun Aug 05 22:05:55 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,RT @MissionFilm: Are you in or out? Accept the mission and get your tickets for the #1 movie in the world. #MissionImpossible Fallout is in…,Sun Aug 05 22:05:42 +0000 2018,0.3818,0.098,0.0,0.902
Mission: Impossible - Fallout,1026263074699849728,@dbongino #MissionImpossible was a delightful and entertaining movie of fake events. There was only one real scene… https://t.co/FqrnHKhzHD,Sun Aug 05 22:05:20 +0000 2018,0.5574,0.282,0.13,0.588
Mission: Impossible - Fallout,1026263074699849728,Ramirez cartoon: Here's the real #MissionImpossible https://t.co/b6lJmvQpeq,Sun Aug 05 22:05:03 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,RT @boxofficemojo: '#MissionImpossible' Tops '#ChristopherRobin' for Weekend #1; '#BlackPanther' Reaches $700M https://t.co/xxoZfgCtE9 http…,Sun Aug 05 22:04:31 +0000 2018,0.5423,0.29,0.0,0.71
Mission: Impossible - Fallout,1026263074699849728,"RT @QBlueSkyQ: What is Mika Brzezinski's (""Morning Joe"") father doing with #binladen? #FakeNews #ControlledMSM .@MSN #MissionImpossible .@r…",Sun Aug 05 22:04:29 +0000 2018,0.0,0.0,0.0,1.0
Mission: Impossible - Fallout,1026263074699849728,"@nicshaf @GOP  yawns ?
And lies and lies 
And said he misspoke !?
For a record 3 Millionth  time!?
#TrumpConspired 
#MissionImpossible",Sun Aug 05 22:03:33 +0000 2018,-0.7733,0.0,0.296,0.704
Mission: Impossible - Fallout,1026263074699849728,RT @TomCruise: This has been an incredible worldwide tour. Thank you to everyone who came out and support #MissionImpossible Fallout in DC.…,Sun Aug 05 22:03:07 +0000 2018,0.6369,0.206,0.0,0.794
Mission: Impossible - Fallout,1026263074699849728,Dun dun dundun dun dun dundun dun dun dundun dun dun dundun DunudunDunudunDunudun Dununnnn 👤 #missionimpossible… https://t.co/fsk8jP63jS,Sun Aug 05 22:01:34 +0000 2018,0.0,0.0,0.0,1.0
